year,id_,incom16,income,rincome,happy,mntlhlth
2006,1259,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,1
2006,1264,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,6
2006,1268,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,1279,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,1295,FAR BELOW AVERAGE,"$20,000 to $24,999",$1000 TO 2999,2,3
2006,1321,AVERAGE,.r:  Refused,.r:  Refused,2,2
2006,1322,BELOW AVERAGE,"$10,000 to $14,999",$8000 TO 9999,1,17
2006,1330,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,1337,BELOW AVERAGE,"$15,000 to $19,999",$10000 - 14999,2,7
2006,1338,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,7
2006,1343,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,1346,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2006,1357,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,1360,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,4
2006,1361,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,1364,AVERAGE,"$25,000 or more",$20000 - 24999,1,1
2006,1386,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,1402,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,1408,BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,2
2006,1412,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1442,AVERAGE,.r:  Refused,.r:  Refused,2,15
2006,1460,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,1468,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1478,AVERAGE,"$25,000 or more",$25000 OR MORE,1,7
2006,1481,AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,2,3
2006,1503,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,1509,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1531,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,15
2006,1568,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,1585,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,1594,AVERAGE,"$20,000 to $24,999",$15000 - 19999,2,2
2006,1599,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1605,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2006,1616,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1620,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1626,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,1633,AVERAGE,.r:  Refused,$1000 TO 2999,2,6
2006,1634,AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,15
2006,1637,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2006,1649,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2006,1666,AVERAGE,"$25,000 or more",$25000 OR MORE,3,6
2006,1668,AVERAGE,"$10,000 to $14,999",$10000 - 14999,3,3
2006,1671,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,1686,BELOW AVERAGE,"Under $1,000",.i:  Inapplicable,2,3
2006,1694,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,1709,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,4
2006,1725,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,1746,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,3,15
2006,1773,AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,3
2006,1790,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,14
2006,1791,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,1797,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,1818,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,1826,ABOVE AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,3
2006,1848,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,7
2006,1852,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,1855,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,2
2006,1857,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,1860,BELOW AVERAGE,"$25,000 or more",$5000 TO 5999,2,2
2006,1898,AVERAGE,"$1,000 to $2,999",.i:  Inapplicable,2,5
2006,1905,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1941,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1942,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,4
2006,1962,AVERAGE,.r:  Refused,.r:  Refused,2,3
2006,1983,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,1984,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,1985,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1987,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1988,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,1993,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2006,1999,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2002,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,2004,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2008,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2025,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,2033,ABOVE AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,1,3
2006,2036,BELOW AVERAGE,"$25,000 or more",$7000 TO 7999,2,15
2006,2046,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,2066,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2072,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,2089,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,2094,ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2006,2095,ABOVE AVERAGE,"$25,000 or more",$8000 TO 9999,2,5
2006,2097,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2099,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2006,2104,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2006,2116,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,1
2006,2138,.d:  Do not Know/Cannot Choose,"$15,000 to $19,999",$15000 - 19999,2,7
2006,2140,BELOW AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,3,2
2006,2141,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,2143,BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,15
2006,2145,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,2164,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,2169,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2006,2175,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,2178,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2006,2179,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2006,2184,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2190,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2193,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,2197,ABOVE AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,2
2006,2198,AVERAGE,"$25,000 or more",$25000 OR MORE,1,15
2006,2204,AVERAGE,"$8,000 to $9,999",$1000 TO 2999,2,6
2006,2205,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2006,2207,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,2208,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2210,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,2219,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2006,2225,AVERAGE,"$20,000 to $24,999",$4000 TO 4999,2,3
2006,2229,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,2233,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2006,2234,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2006,2235,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,2241,BELOW AVERAGE,"$5,000 to $5,999",.i:  Inapplicable,2,1
2006,2248,FAR BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,15
2006,2253,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,2257,.d:  Do not Know/Cannot Choose,"$25,000 or more",$25000 OR MORE,2,5
2006,2269,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,2271,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2006,2273,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,2275,BELOW AVERAGE,"$8,000 to $9,999",.i:  Inapplicable,2,2
2006,2279,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2281,AVERAGE,.r:  Refused,.r:  Refused,2,3
2006,2286,ABOVE AVERAGE,"$15,000 to $19,999",$3000 TO 3999,2,2
2006,2288,BELOW AVERAGE,"$7,000 to $7,999",$7000 TO 7999,2,2
2006,2303,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2006,2310,AVERAGE,"$25,000 or more",$8000 TO 9999,2,5
2006,2322,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2336,AVERAGE,"$25,000 or more",$20000 - 24999,3,5
2006,2340,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,2350,AVERAGE,"$7,000 to $7,999",$7000 TO 7999,2,3
2006,2351,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2353,BELOW AVERAGE,"$15,000 to $19,999",$6000 TO 6999,1,3
2006,2360,AVERAGE,"$25,000 or more",$25000 OR MORE,2,14
2006,2363,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,2384,FAR BELOW AVERAGE,"$6,000 to $6,999",$6000 TO 6999,1,3
2006,2412,AVERAGE,"$15,000 to $19,999",$15000 - 19999,3,1
2006,2437,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,2443,AVERAGE,"$25,000 or more",$20000 - 24999,3,8
2006,2445,BELOW AVERAGE,"$25,000 or more",$1000 TO 2999,2,5
2006,2446,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,4
2006,2448,BELOW AVERAGE,"$25,000 or more",.n:  No answer,3,6
2006,2456,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,3,1
2006,2469,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,3
2006,2471,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,2472,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,2480,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,2511,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2006,2518,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,15
2006,2545,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,2548,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2556,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,2576,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2006,2582,BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,3,12
2006,2600,ABOVE AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,4
2006,2604,AVERAGE,"$20,000 to $24,999",$15000 - 19999,2,15
2006,2609,ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,1,5
2006,2616,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,5
2006,2617,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,14
2006,2622,AVERAGE,"$10,000 to $14,999",$4000 TO 4999,2,1
2006,2623,AVERAGE,"$25,000 or more",LT $1000,2,7
2006,2632,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,2639,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2643,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,2653,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,15
2006,2669,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2674,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2687,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,3
2006,2689,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2006,2757,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2762,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,2777,AVERAGE,"$8,000 to $9,999",.i:  Inapplicable,1,15
2006,2779,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,2782,AVERAGE,"$25,000 or more",$25000 OR MORE,2,NA
2006,2823,ABOVE AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,15
2006,2826,AVERAGE,"$20,000 to $24,999",$20000 - 24999,3,5
2006,2828,AVERAGE,"$25,000 or more",$10000 - 14999,2,2
2006,2830,AVERAGE,"$25,000 or more",$20000 - 24999,2,5
2006,2843,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,2876,ABOVE AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,5
2006,2886,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,1,15
2006,2888,BELOW AVERAGE,"$25,000 or more",$3000 TO 3999,2,7
2006,2901,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,4
2006,2904,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2006,2913,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,2927,AVERAGE,"$25,000 or more",$10000 - 14999,3,2
2006,2940,AVERAGE,"$25,000 or more",$10000 - 14999,2,3
2006,2944,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,2945,AVERAGE,"$10,000 to $14,999",$3000 TO 3999,2,2
2006,2955,FAR BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2006,2958,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,2979,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,2987,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2006,2999,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2006,3021,ABOVE AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,4
2006,3024,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3025,BELOW AVERAGE,"$15,000 to $19,999",$10000 - 14999,2,1
2006,3026,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,1,25
2006,3034,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,3043,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,6
2006,3056,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3057,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,3059,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3060,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2006,3062,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,3,5
2006,3066,ABOVE AVERAGE,"$25,000 or more",$5000 TO 5999,2,5
2006,3071,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,3072,BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,5
2006,3089,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,3095,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,1
2006,3111,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,3121,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,3129,BELOW AVERAGE,.d:  Do not Know/Cannot Choose,$20000 - 24999,3,5
2006,3137,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3139,BELOW AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,1,15
2006,3142,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,14
2006,3151,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2006,3192,AVERAGE,"$25,000 or more",LT $1000,2,4
2006,3204,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,3212,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,2
2006,3213,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,27
2006,3214,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,NA
2006,3222,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,2
2006,3223,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,3226,AVERAGE,.d:  Do not Know/Cannot Choose,$3000 TO 3999,2,15
2006,3227,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2006,3238,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3239,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,3243,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,3255,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,3257,AVERAGE,"$25,000 or more",$10000 - 14999,3,2
2006,3280,AVERAGE,"$10,000 to $14,999",$10000 - 14999,1,2
2006,3282,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,3284,ABOVE AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,2,7
2006,3287,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2006,3289,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,3290,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3293,BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,2
2006,3299,BELOW AVERAGE,"$15,000 to $19,999",$8000 TO 9999,1,2
2006,3313,BELOW AVERAGE,"$7,000 to $7,999",$7000 TO 7999,2,29
2006,3321,AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2006,3327,BELOW AVERAGE,"$25,000 or more",$1000 TO 2999,2,2
2006,3331,AVERAGE,"$25,000 or more",$7000 TO 7999,3,4
2006,3353,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2006,3363,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2006,3364,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,3367,ABOVE AVERAGE,"$25,000 or more",$10000 - 14999,2,5
2006,3370,AVERAGE,"$25,000 or more",$15000 - 19999,3,3
2006,3372,AVERAGE,"$25,000 or more",LT $1000,3,2
2006,3378,AVERAGE,"$6,000 to $6,999",.i:  Inapplicable,1,15
2006,3392,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,3393,FAR BELOW AVERAGE,"$25,000 or more",LT $1000,2,5
2006,3402,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,3424,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,3425,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2006,3428,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,6
2006,3430,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,3433,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,3435,AVERAGE,.r:  Refused,.r:  Refused,2,5
2006,3439,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,3452,BELOW AVERAGE,"$6,000 to $6,999",.i:  Inapplicable,2,5
2006,3459,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,15
2006,3467,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3492,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2006,3495,BELOW AVERAGE,"$10,000 to $14,999",$7000 TO 7999,3,4
2006,3500,AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,2
2006,3505,AVERAGE,"$25,000 or more",$25000 OR MORE,3,7
2006,3509,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,3515,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,2
2006,3517,ABOVE AVERAGE,"$5,000 to $5,999",.i:  Inapplicable,1,7
2006,3518,ABOVE AVERAGE,"$25,000 or more",.n:  No answer,3,1
2006,3523,ABOVE AVERAGE,"$20,000 to $24,999",$7000 TO 7999,2,15
2006,3525,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,3
2006,3526,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,3531,ABOVE AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,15
2006,3553,AVERAGE,"$25,000 or more",$10000 - 14999,2,3
2006,3612,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,1
2006,3621,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,3
2006,3629,AVERAGE,"$25,000 or more",$20000 - 24999,2,7
2006,3631,.d:  Do not Know/Cannot Choose,"$20,000 to $24,999",$20000 - 24999,1,28
2006,3633,AVERAGE,"$25,000 or more",$25000 OR MORE,2,NA
2006,3643,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3655,FAR BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,2
2006,3663,BELOW AVERAGE,"$25,000 or more",$8000 TO 9999,1,15
2006,3678,AVERAGE,.d:  Do not Know/Cannot Choose,.r:  Refused,2,7
2006,3685,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,3704,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,3705,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,3724,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3734,BELOW AVERAGE,"$15,000 to $19,999",$1000 TO 2999,2,12
2006,3741,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3747,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,1,1
2006,3749,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,1,5
2006,3761,AVERAGE,"$25,000 or more",$25000 OR MORE,2,25
2006,3765,AVERAGE,"$25,000 or more",$10000 - 14999,2,15
2006,3793,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,3796,FAR BELOW AVERAGE,"Under $1,000",.i:  Inapplicable,1,15
2006,3803,FAR BELOW AVERAGE,.r:  Refused,.r:  Refused,2,3
2006,3804,AVERAGE,"$10,000 to $14,999",$8000 TO 9999,2,4
2006,3809,BELOW AVERAGE,"$10,000 to $14,999",$5000 TO 5999,2,7
2006,3822,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,3824,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,3825,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,3835,AVERAGE,"$25,000 or more",$1000 TO 2999,2,3
2006,3849,AVERAGE,"$25,000 or more",$10000 - 14999,2,4
2006,3854,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,2
2006,3858,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,3863,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,3880,AVERAGE,"$7,000 to $7,999",$7000 TO 7999,2,5
2006,3933,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2006,3950,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,2
2006,3953,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2006,3985,AVERAGE,"$1,000 to $2,999",.i:  Inapplicable,2,5
2006,3993,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,7
2006,4002,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,4003,ABOVE AVERAGE,"$25,000 or more",$4000 TO 4999,2,6
2006,4005,FAR BELOW AVERAGE,.d:  Do not Know/Cannot Choose,$15000 - 19999,2,5
2006,4012,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,4056,BELOW AVERAGE,"$8,000 to $9,999",$8000 TO 9999,2,4
2006,4057,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,4092,ABOVE AVERAGE,"$25,000 or more",$15000 - 19999,2,4
2006,4102,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,4103,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,4107,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,4111,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2006,4114,ABOVE AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,2
2006,4122,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2006,4144,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,4173,ABOVE AVERAGE,.r:  Refused,.r:  Refused,2,28
2006,4184,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,4190,AVERAGE,"$25,000 or more",$5000 TO 5999,2,NA
2006,4219,ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2006,4226,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,4270,FAR BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,4
2006,4274,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2006,4276,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,4278,ABOVE AVERAGE,"$20,000 to $24,999",$1000 TO 2999,1,25
2006,4296,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,5
2006,4304,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,4310,BELOW AVERAGE,"$25,000 or more",$6000 TO 6999,2,5
2006,4317,ABOVE AVERAGE,"$25,000 or more",$1000 TO 2999,2,2
2006,4321,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2006,4323,BELOW AVERAGE,"$20,000 to $24,999",$10000 - 14999,3,3
2006,4328,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,4346,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,4353,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2006,4355,AVERAGE,"$25,000 or more",$15000 - 19999,3,15
2006,4356,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,4368,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2006,4384,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,3
2006,4389,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,1,12
2006,4414,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2006,4440,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2006,4449,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,15
2006,4450,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
